date_observed,streamfllow,Date_Prediction,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26
01-01-1951,2919,01-01-1971,1072.691,1215.947,792.0828,1708.082,1157.302,6009.261,12804.94,3525.607,6714.374,4102.939,5528.977,8439.602,4130.464,6284.48,3930.809,2962.276,7955.792,1952.646,6454.376,2812.16,3560.075,4148.373,2513.625,4339.597,3015.443,0.339214
01-02-1951,2589,01-02-1971,518.5855,1078.936,473.2191,2540.601,932.8062,3625.216,8413.008,1946.322,5689.49,2682.245,3728.088,6467.075,2854.86,4922.889,3167.28,1169.29,4640.641,2413.654,2484.94,2204.219,2823.724,4032.584,2324.261,4491.809,2743.544,0.650394
01-03-1951,2091,01-03-1971,127.5433,1288.238,615.1998,1886.967,1094.855,2225.788,6481.719,1420.036,4368.088,2213.836,3284.396,4905.113,2367.268,4805.115,3396.285,932.5861,2919.156,452.0084,4455.641,1888.648,2067.934,3019.544,2251.04,3475.875,2234.773,0.739169
01-04-1951,1850,01-04-1971,209.2707,209.3326,61.52176,1724.238,588.4277,1643.006,4685.614,883.5504,4268.801,1797.469,3462.987,3436.11,1791.786,4543.831,2701.797,555.6257,1795.124,856.4415,1872.022,939.7736,2901.6,1858.312,1693.051,3775.002,1687.962,0.798366
01-05-1951,1957,01-05-1971,1408.405,769.6368,244.7428,1870.867,596.6379,2192.627,4094.266,797.1622,4116,1523.59,2575.069,2443.741,1272.658,2648.741,1817.68,1643.175,1680.564,875.8152,1533.197,1318.283,2347.684,1546.763,1830.061,2476.125,1545.117,1.212393
01-06-1951,4491,01-06-1971,1880.903,4879.8,278.3579,1745.44,1498.818,1832.496,4269.037,592.9227,3827.071,1470.433,3128.21,3822.542,840.3502,3517.707,3556.262,4142.643,5773.386,1417.795,6966.55,7228.726,3327.078,4114.682,1640.71,3716.47,3406.246,2.862535
01-07-1951,21305,01-07-1971,14837.92,21451.81,1601.465,13908.1,11739.84,3664.349,9608.353,533.6111,7502.577,3810.26,13711.42,26062.96,2102.156,8907.889,8382.067,23576.39,39775.18,3164.97,20228.19,18400.57,12578.16,23074.23,4072.009,12452.84,9124.482,6.549088858
01-08-1951,31333,01-08-1971,49913.61,87806.72,50490.62,43316,52394.59,19577.66,42510.04,7443.104,21805.17,20082.56,25704.01,68749.55,52383.42,20717.47,34787.64,36473.07,88200.91,65547.46,38402.64,47461.29,25224.64,59380.32,49185.78,24348.66,34868,4.947725842
01-09-1951,30134,01-09-1971,62790.8,132059,101253.1,51739.97,79899.62,37393.86,86037.66,38544.01,33488.2,43227.56,32600.52,53615.62,31287.3,26833.2,36394.15,50244.25,72398.88,38273.79,46765.53,56380.11,35030.75,49231.51,26954.8,27914.12,33357.23,1.983165445
01-10-1951,10768,01-10-1971,56079.36,64452.55,25291.35,63267.46,72303.44,35766.7,59227.33,30450,40492.1,48484.95,21879.31,33950.54,27434.92,23804.76,35487.28,26230.85,37059.69,27362.34,33509.83,42361.26,14181.51,18509.78,13662.02,19415.98,24879.22,0.732911114
01-11-1951,4580,01-11-1971,3997.241,6803.703,17980.72,18479.99,35756.68,17744.36,27615.45,20575.99,25061.84,32731.84,12346.69,15914,12883.12,13672.62,20480.16,13372.49,19667.82,11989.37,16620.16,22536.96,5045.391,6597.773,8449.269,6802.413,11233.17,0.256092821
01-12-1951,3268,01-12-1971,627.4673,1452.148,2756.948,1392.216,7081.957,8548.198,14053.89,9746.734,12458.7,16971.22,7353.103,10498.05,8674.817,8873.775,11548.44,6414.678,9362.658,6898.111,8320.577,12369.28,3828.479,4549.391,3796.512,4090.596,5925.932,0.223160508
01-01-1952,2309,01-01-1972,855.8989,1464.634,1414.168,1404.247,1993.202,4667.248,7895.867,5277.911,6843.375,8403.945,4598.763,6581.493,5661.898,5887.46,7584.921,2926.9,5447.993,3433.483,4449.544,6002.65,3491.364,3693.274,3454.557,3882.8,4469.613,0.410343155
01-02-1952,1685,01-02-1972,553.2859,1119.796,1593.297,1140.136,951.3668,3007.006,5531.854,3593.08,4606.229,4867.708,3158.912,4441.219,3831.2,4002.445,5138.664,1001.467,2952.301,1432.191,1914.276,3196.608,2956.81,3149.262,3088.691,3296.794,3738.02,0.666817253
01-03-1952,1411,01-03-1972,191.3465,625.3676,972.2767,565.4865,489.7074,1806.667,4126.848,2374.517,3285.563,3501.738,2629.582,3414.067,2987.243,3348.68,4090.855,470.662,1884.151,610.0676,1739.243,1062.359,2199.188,2212.725,2446.632,2702.167,3000.909,0.758850168
01-04-1952,1294,01-04-1972,0.6973131,170.2231,95.07537,220.1006,167.0683,826.967,3426.575,1501.085,2682.505,2240.175,1889.434,2325.282,2107.136,3046.332,2948.725,319.0533,1239.681,607.2179,1263.718,528.7217,1556.704,1822.635,2112.324,2599.838,1767.364,0.813344892
01-05-1952,1627,01-05-1972,376.7697,1317.06,507.5768,957.9971,389.7057,425.9649,3180.297,1245.938,2764.418,1525.812,2398.027,2334.445,2189.24,2072.651,1866.147,2006.559,2192.373,1933.933,1245.506,718.6302,1527.835,1748.717,2057.724,2301.135,1285.568,1.193160163
01-06-1952,3936,01-06-1972,3100.192,11066.99,1689.159,1471.859,1292.447,916.6106,5551.091,987.552,2344.975,1795.379,3547.587,8365.697,1759.605,3045.505,3546.27,4621.747,17859.51,2529.394,4282.019,4465.216,4868.764,7077.073,1854.687,3030.182,2640.259,2.62297844
01-07-1952,24815,01-07-1972,10411.19,54236.22,4798.082,14723.28,34808.32,3272.456,25575.88,1807.455,5522.059,6902.141,6434.845,34804.03,4259.572,7471.412,31809.1,11109.61,45883.12,6615.012,18196.03,44689.91,7706.035,35658.22,4965.539,10094.43,29659.79,5.602182327
01-08-1952,40802,01-08-1972,35098.24,72755.3,29994.65,38043.59,88793.88,11465.26,52277.1,7229.833,17276.14,44169.93,18667.32,46625.64,43737.43,20147.01,58185.42,27742.72,72606.65,54301.72,37411.34,81099.45,22574.08,47068.36,35489.51,24157.38,57303.77,4.332128148
01-09-1952,33333,01-09-1972,35638.97,85957.87,101754.3,95112.82,121544.6,24492.5,58649.84,43593.16,46126.04,69612.57,16943.19,38598.11,64665.71,45644.14,52915.01,21898.16,48856.34,75511.59,59423.15,71245.7,14909.51,33452.74,53489.37,42474.79,41781.39,1.873478675
01-10-1952,11953,01-10-1972,13486.5,28140.05,108773.9,50286.99,78779.57,19794.5,37602.96,74174.78,42113.16,61327.36,14558.34,20867.84,58275.06,25561,41733.33,17015.94,24276.19,61854.2,32722.88,48910.64,8735.272,11193.66,43594.63,15817.72,29028.81,0.752082342
01-11-1952,5820,01-11-1972,8653.64,5447.729,56073.54,12207.81,28291.44,12932.79,20645.83,45782.23,25052.52,35058.31,10220.88,13344.72,25196.06,13888.74,21523.46,10362.19,15762.51,24027.73,17137.23,23841.29,4423.076,5742.591,10500.96,7835.11,10003.74,0.286786638
01-12-1952,3761,01-12-1972,2701.395,2298.642,3897.018,2729.558,3180.351,7311.673,11281.33,20972.29,12620.04,17813.3,5941.245,8796.586,11869.1,9464.532,12399.12,6223.272,9111.586,10830.4,9501.059,13412.5,3292.997,3910.313,4883.77,5111.865,6533.001,0.25278221
01-01-1953,2304,01-01-1973,2111.551,2334.77,803.9619,2027.653,2018.166,4406.09,7277.591,9713.831,7100.853,9401.202,4567.661,5933.218,8746.541,6362.254,8827.107,4943.799,5168.549,7099.09,4603.472,6876.269,3169.904,3662.18,4483.563,4389.103,5154.491,0.441869704
01-02-1953,1946,01-02-1973,2892.746,2018.689,1474.404,1668.392,1251.435,3689.167,5343.617,6381.441,4778.982,6095.3,3560.822,4320.517,7513.507,4171.662,7173.194,1709.107,3704.806,3520.075,1921.226,6465.52,2843.58,2979.756,4693.066,3619.061,4744.699,0.68965464
01-03-1953,1564,01-03-1973,2223.721,1552.168,1356.128,1030.319,2336.589,2782.392,4303.664,4723.285,3370.052,5743.726,3267.56,3419.757,6641.637,3570.229,6169.916,2145.81,2284.105,3407.147,2017.453,1973.202,2481.113,2434.813,3773.147,3174.265,4616.651,0.776452572
01-04-1953,1228,01-04-1973,1572.728,813.6838,1455.732,324.341,760.7732,1862.52,3560.098,4443.74,2626.433,4321.093,3361.896,2487.159,5217.615,2699.384,4696.094,1342.854,1849.223,1625.062,576.0671,2179.796,3046.282,1652.515,4368.405,2252.911,3019.247,0.82742914
01-05-1953,1359,01-05-1973,1106.748,2144.917,2897.762,635.8565,1336.603,1776.69,3914.723,3761.188,2089.427,3804.862,1854.476,2192.341,4087.479,2191.448,4223.103,1610.483,1909.946,3672.706,1480.407,3526.063,1671.064,2525.004,2697.557,2191.579,3504.057,1.175777555
01-06-1953,2942,01-06-1973,5918.427,7097.014,1079.356,3806.52,3841.455,2268.193,4882.824,2504.157,2713.728,4630.069,6018.903,5891.867,2665.699,2935.586,4480.448,10898.71,9614.913,2807.91,3808.167,6377.47,5947.362,4669.248,2825.989,3620.793,4585.97,2.420991985
01-07-1953,24569,01-07-1973,21621.06,33113.18,4888.021,27165.98,29421.82,7849.324,14880.56,3063.065,7478.15,15573.93,15913.9,16331.16,5429.615,17511.17,52584.2,26831.5,31958.69,6917.262,28556.76,64817.44,15981.16,21987.6,5420.128,20490.02,46689.68,4.85478047
01-08-1953,49411,01-08-1973,47857.23,50390.59,32698.41,57745,128034.6,25130.29,35763.84,8983.884,28642.1,64082.77,27956.52,33861.92,19216.32,40987.39,57587.69,40142.88,49343.81,27751.61,55985.62,77741.48,26463.78,31057.85,22981.34,38104.93,55836.08,3.835236369
01-09-1953,36982,01-09-1973,49406.79,65635.74,51947.91,91140.93,92927.47,33226.87,47182.43,25146.42,55343.95,62972.16,27146.53,29506.39,23450.87,39653.3,40281.72,50793.57,40773.49,25905.74,54197.97,49670.35,23954.18,30762.53,21721.58,35932.94,29448.85,1.778246448
01-10-1953,15014,01-10-1973,62913.78,31914.2,19941.36,45576.84,38845.57,36594,35266.23,20246.31,39314.27,40247.75,24382.33,21284.93,14719.76,25931.84,24883.69,35343.86,26297.5,13339.22,31690.76,30400.94,18389.78,14433.73,7894.719,15188.22,13819.88,0.770100842
01-11-1953,5966,01-11-1973,24951.56,5810.765,3150.427,13274.09,6771.125,24442.06,19452.41,11259.7,23858.86,22888.55,13345.54,13555.67,10817.78,15465.29,13765.76,18197.54,17415.35,9325.797,19862.98,16348.28,6604.357,5461.616,4702.824,8620.284,6349.722,0.318152365
01-12-1953,3717,01-12-1973,3782.327,2503.458,1069.666,4282.057,1251.742,11778.52,10772.75,6619.081,13563.05,11908.12,8995.624,8243.244,6604.006,10163.38,9307.315,8012.74,10623.64,5348.886,10277.87,7961.364,3727.906,4325.134,3243.306,5813.816,4517.848,0.283385482
01-01-1954,2798,01-01-1974,1088.446,2872.194,1339.134,2298.559,1278.914,5894.719,7123.277,4083.064,7320.875,6666.643,5280.186,5271.174,4124.852,6327.379,6128.718,2919.353,5885.448,2002.996,4358.306,3430.646,3204.535,3704.885,2938.531,4610.578,3867.914,0.472900611
01-02-1954,2410,01-02-1974,493.4993,2368.382,786.081,1181.588,760.4185,3252.844,5317.083,2489.513,4492.692,4380.256,3264.203,3640.393,2687.348,4212.674,4444.908,930.1716,4043.555,1365.678,2929.09,1371.555,2513.215,2814.009,2360.52,3747.572,3160.144,0.71128097
01-03-1954,2607,01-03-1974,61.53476,2229.149,472.8506,916.3647,217.1465,1659.934,4518.128,1594.585,3675.021,2960.246,2458.359,3050.14,3611.072,4644.242,3551.858,213.5684,3307.057,3259.332,3113.821,301.953,1710.728,2432.019,2315.852,4030.962,2187.847,0.79295083
01-04-1954,1985,01-04-1974,0.8042923,1081.185,3477.916,1777.81,0.004983032,626.3447,3718.556,2069.89,4197.24,1886.143,1496.279,2138.992,3931.611,4233.534,2286.25,286.2581,1592.228,1546.142,2798.669,102.5264,1118.983,1658.543,3487.03,4211.562,1299.663,0.84055723
01-05-1954,1937,01-05-1974,0,2261.97,4036.59,4209.8,353.758,134.5009,3637.625,2740.87,4568.38,1324.181,1036.447,1927.17,3828.446,3012.162,2339.635,992.2467,2211.698,3966.714,2031.157,822.7474,765.7046,2209.82,3160.568,3259.017,1633.76,1.16006206
01-06-1954,5696,01-06-1974,1979.614,2511.295,3250.432,2797.334,21688.12,192.1213,3446.179,2720.566,4068.129,3473.985,3304.382,1728.347,3014.399,3669.228,16258.65,5064.819,2634.48,3929.159,6557.496,21808.61,2890.11,1631.874,3155.416,3510.174,11377.17,2.249489327
01-07-1954,23134,01-07-1974,26028.25,16848.36,2058.227,16628.69,40600.48,4249.745,5388.142,2792.949,8008.676,19884.89,12136.97,9983.917,3455.539,10317.74,32936.35,26669.43,19949,6393.941,21730.85,43653.45,17676.06,13449.05,4022.785,14487.6,28647.71,4.257451176
01-08-1954,62694,01-08-1974,63315.92,38722.45,25361.77,40083.89,68355.74,25631.98,24591.83,7893.691,22244.98,45170.93,35068.65,19504.26,30620.14,26343.99,50332.47,53339.07,32752.37,42610.38,42128.34,70013.16,34664.07,25106.11,34311.11,26187.03,49971.87,3.429885851
01-09-1954,41424,01-09-1974,70721.83,42429.39,90853.95,69548.55,112605.9,42221.8,34120.79,33796.24,39853.52,60312.5,33630.52,24042.08,30705.98,29744.05,44451.68,45419.1,30167.45,33749.55,44586.11,57549.95,24266.94,24076.48,29258.45,29085.41,39346.81,1.695188122
01-10-1954,20759,01-10-1974,34750.4,28435.41,36253.72,47100.13,67152.13,30847.62,28668.68,29984.13,36787.38,51791.11,19363.03,17050.83,30013.77,21441.94,36703.14,26497.44,20776.73,30302.82,28245.49,42201.34,12212.23,13193.25,19332.83,14407.58,25658.89,0.787001146
01-11-1954,6991,01-11-1974,11980.43,7332.075,19591.54,10477.44,24648.35,18631.65,17597.39,22144.59,20952.81,32658.66,12541.17,12024.13,14481.76,11692.24,20027.8,15908.42,13542.08,14054.83,15352.2,19974.41,6372.98,5247.965,8307.318,5230.087,10545.13,0.34991746
01-12-1954,3887,01-12-1974,3289.916,1783.546,1677.684,1038.483,2378.189,10142.88,8679.971,10243.84,10568.54,15805.49,8130.835,6920.188,9300.946,7884.901,12190.1,7457.326,7688.818,6380.969,7079.983,12477.04,4218.808,3064.613,3803.074,3773.825,5932.424,0.314691058
01-01-1955,2807,01-01-1975,1511.562,1708.81,1047.083,1427.802,1555.321,5743.224,5135.362,4972.664,6134.397,8890.139,5581.011,4334.535,5705.033,6280.392,8463.038,3970.376,5442.004,2663.912,9627.869,5225.027,3681.713,2700.632,3151.244,4505.117,5311.504,0.50326431
01-02-1955,2668,01-02-1975,1302.618,1973.686,738.459,5611.591,1280.527,4278.385,4253.226,2924.154,6749.174,5638.053,4317.1,3463.008,3856.777,6429.833,6531.473,3416.559,3664.215,1790.717,4023.32,4060.029,3696.064,2594.783,2784.164,5868.618,4682.92,0.731705635
01-03-1955,2008,01-03-1975,1051.015,2403.982,442.4892,4473,1796.684,3336.661,3723.324,1833.042,5848.798,4728.083,4185.283,2723.775,3195.969,5714.408,5312.69,2154.142,2237.741,816.0168,4420.926,1620.887,2885.679,1741.244,2134.169,4113.896,3930.746,0.808385994
01-04-1955,1499,01-04-1975,44.63479,828.5945,109.78,2958.257,192.9392,2798.806,2848.743,1006.479,5160.723,3099.352,2891.916,1899.066,2192.51,4879.259,4152.746,627.5995,1493.848,798.9218,3145.433,1135.148,2432.812,1382.577,1790.752,3988.733,2755.62,0.852777359
01-05-1955,1705,01-05-1975,91.59837,2052.754,843.5081,2856.448,501.06,1761.875,2536.778,825.5693,4704.542,2518.841,1844.901,1176.729,2740.428,3378.312,2649.32,802.5443,992.9488,3074.806,2923.243,1220.99,1266.188,884.1934,2661.038,3106.57,2351.193,1.145837171
01-06-1955,3891,01-06-1975,2297.128,1332.675,7061.771,9221.356,649.2395,1452.809,1915.483,2036.666,5296.179,2279.496,3831.092,1251.749,4844.193,5681.024,2024.638,5423.294,1514.992,6611.133,8479.065,2193.259,2192.174,739.6189,4867.936,6571.109,2494.669,2.102936498
01-07-1955,33922,01-07-1975,29684.04,12604.57,3610.724,14186.52,13863.35,5850.101,3404.972,3556.25,9412.06,3854.211,25420.09,7759.804,3713.531,10466.38,9109.938,36621.62,16286.99,5173.231,22136.17,16679.76,23340.04,8660.781,4118.334,12436.03,10720.18,3.774574897
01-08-1955,61363,01-08-1975,72340.91,31991.28,24797.02,49864.71,46974.13,33286.59,16890.9,7642.394,24330.68,14512.91,36570.39,15840.97,23494.41,28241.28,31523.55,52810.28,29711.44,39744.75,44335.55,48801.54,35800.77,20454.83,27776.24,31179.34,33646.51,3.095982732
01-09-1955,52121,01-09-1975,69989.26,54222.39,78805.08,69765.8,81189.3,49641.36,30765.19,29502.86,42834.18,34895.21,39668.82,23997.82,33008.47,31272.04,33099.67,56081.27,33635.1,34214.34,40956.93,47368.6,32980.16,23467.54,28763.86,29112.32,31305.61,1.622445628
01-10-1955,29764,01-10-1975,58993.62,28189.51,32814.62,39182.43,51954.56,42101.05,26250.89,26817.99,33738.46,33146.54,28725.33,15758.82,21810.76,20819.59,18261.65,37548.3,18829.43,19989.59,25342.62,21188.96,17855.65,8176.651,11332.6,12780.18,12194.11,0.802822795
01-11-1955,9754,01-11-1975,15193.56,4059.274,3876.612,6048.825,6086.647,24645.06,13982.02,15558.16,18839.58,16353.47,14357.75,10867.77,11188.8,11997.76,10705.68,17883.88,11717.63,9180.939,14992.05,10113.46,7118.346,3367.222,4708.037,5562.332,4377.023,0.381822535
01-12-1955,5106,01-12-1975,1321.237,1795.302,241.3536,1590.25,201.9796,11509.73,8039.356,7364.369,10226.05,8021.078,9161.161,6208.098,6946.588,8035.671,6516.812,8383.167,6853.579,4369.398,6938.192,3795.645,4474.071,2624.22,2901.696,4076.444,3244.857,0.346425332
01-01-1956,3460,01-01-1976,872.6694,2081.156,724.0035,1601.63,510.2875,6078.18,5109.149,3680.658,5781.552,4467.541,5455.791,3950.528,4225.707,5258.064,4265.45,3248.507,4581.313,2524.61,4330.815,1573.991,3874.625,2478.767,2626.69,3737.055,3314.37,0.532815116
01-02-1956,2829,01-02-1976,375.1614,2326.771,734.3723,1462.779,320.2752,3635.838,4075.542,2418.233,4362.686,2784.266,3438.036,3198.165,3967.435,4109.59,3259.408,1228.792,5311.434,3552.531,2589.789,1788.022,3032.863,2529.968,2904.548,3527.096,2674.261,0.750948047
01-03-1956,2235,01-03-1976,49.13132,4435.032,3503.72,1669.538,399.8711,2175.752,4115.855,2786.712,3675.806,2136.97,2613.896,2782.025,4442.965,3544.862,4352.14,268.3485,2496.339,1086.551,1700.575,1534.43,2124.356,2496.46,4452.429,3026.792,2586.651,0.822802411
01-04-1956,1937,01-04-1976,0,1576.376,1445.472,146.1731,95.30073,1092.628,3098.086,2174.043,2698.127,2125.533,1813.934,1823.232,2714.402,2421.021,3010.889,11.0526,1396.578,1273.107,994.0059,232.4225,1262.036,1622.436,2291.11,2243.16,2148.387,0.864138073
01-05-1956,2807,01-05-1976,850.5256,2183.355,825.3248,558.2761,202.6274,801.2005,2640.233,1546.913,2063.188,1554.356,2346.354,1349.053,2084.456,1672.434,1669.096,1108.016,1403.45,2633.548,1331.669,429.3439,2249.102,1394.5,2225.99,1382.445,1578.962,1.132947694
01-06-1956,10199,01-06-1976,10699.1,2587.887,5243.099,2094.005,734.2277,2125.2,2275.769,2450.399,2055.691,1067.281,6208.179,2227.448,4070.119,2949.426,2689.506,8653.892,3533.12,5152.268,5032.116,4621.397,5382.53,1551.489,5756.78,3544.633,2464.781,1.976968132
01-07-1956,23482,01-07-1976,16741.06,14783.51,11878.1,14552.69,13570.17,6057.594,5089.397,5384.03,5801.377,2265.859,17953.23,8616.349,13130.91,8343.215,8692.996,33350.82,28452.9,19155.57,19131.05,12846.31,16735.23,13747.92,11627.97,11105.35,8617.564,3.380111004
01-08-1956,47602,01-08-1976,70184.23,59916.61,83188.5,39838.09,29325.06,28647.93,21629.14,34966.35,19355.04,10903.13,37062.3,29289.62,77453.41,24253.04,14894.12,55822.96,49224.93,76471.52,38233.9,23812.08,38198.82,32590.27,72248.54,25539.2,16467.75,2.818472003
01-09-1956,43415,01-09-1976,79634.9,75783.55,96894.59,76268.3,28672.94,46179.21,44016.21,53978.58,38081.97,19701.03,37082.61,28489.56,27073.78,30454.32,18918.14,56114.09,43874.09,30155.73,42697.59,29140.02,31955.62,28238.62,23089.42,30652.1,16344.62,1.55849441
01-10-1956,27375,01-10-1976,63627.61,30572.12,14870.47,39857.2,46615.3,45113.32,32810.09,28229.05,33163.39,25538.51,32543.54,20216.73,16529.51,21369.8,19385.74,44646.39,25982.35,18759.66,27848.31,25203.26,22034.74,11499.86,8359.051,13547.18,16147.76,0.817609051
01-11-1956,10719,01-11-1976,25314.66,6327.708,2482.086,9942.445,21758.33,28883.43,17601.89,14855.98,20135.78,19306.97,18330.29,12345.01,10898.91,11882.2,12298.23,21449.19,12860.3,9382.446,14272.1,11674.04,9009.967,4810.671,4315.784,6006.807,6269.958,0.413626534
01-12-1956,5399,01-12-1976,3477.167,1368.01,364.8705,1721.067,2358.462,14654.13,9034.742,7058.245,10236.57,9231.676,11424.83,6966.335,6204.378,7774.541,7287.567,11038,6779.425,4165.729,8141.09,5529.908,5342.187,3352.467,3162.19,3938.356,3474.285,0.378327197
01-01-1957,4224,01-01-1977,1803.271,1622.369,628.4766,1919.545,866.3467,7765.834,5453.094,3604.984,6285.292,4459.541,7631.786,4325.986,3562.136,5698.02,4254.794,5211.165,4236.773,1723.442,6991.065,2178.732,4565.545,3002.865,2753.769,4007.901,2906.544,0.561432719
01-02-1957,3508,01-02-1977,932.7157,1413.389,321.3647,2858.764,609.0701,4778.277,4168.894,2111.701,5387.885,2441.004,4971.977,3123.207,2406.745,4828.43,2670.009,1766.956,2539.113,1378.846,4285.754,702.4915,3494.243,2728.267,2488.59,4014.983,2454.768,0.769035822
01-03-1957,2641,01-03-1977,192.6115,961.6309,307.0469,4371.885,138.3759,3010.625,3239.691,1416.019,5148.983,1262.015,3946.436,2662.438,2247.794,4344.188,2255.99,685.2919,2412.319,381.2178,2366.662,511.2018,2594.972,1932.411,1670.606,4057.309,1649.411,0.836246666
01-04-1957,2176,01-04-1977,0,548.5717,78.29672,1138.12,0.9753437,1968.2,3109.014,786.1131,3891.073,486.2813,2806.52,2034.369,1711.135,3475.842,1505.836,713.0909,1766.136,462.8876,1959.479,121.4544,1885.313,1951.092,1088.223,2852.621,927.8489,0.87468768
01-05-1957,1922,01-05-1977,1093.281,1400.639,250.3165,1590.993,39.06262,1698.212,2896.819,361.9033,3058.946,151.7222,3012.286,1480.977,1857.918,2412.701,1184.547,2411.615,1214.619,1821.606,2112.351,626.678,2647.867,1207.624,1030.482,2096.238,889.9155,1.121256778
01-06-1957,2484,01-06-1977,6908.759,2004.74,1597.394,6014.945,377.1348,3684.683,2359.083,389.6664,3777.701,23.95717,7348.617,2438.91,2350.755,4106.013,2611.087,12345.15,3194.519,2734.111,7868.382,7084.318,7781.166,1778.131,3134.975,4736.451,1286.776,1.868109934
01-07-1957,17856,01-07-1977,31449.74,22377.97,2544.783,22090.87,24913.4,11824.46,7376.261,1123.497,10626.9,2029.994,18964.44,12243.18,3021.385,14272.99,16224.73,29631.53,30284.15,4498.143,28572.63,24061.09,20863.47,16951.12,4591.745,18471,16612.01,3.054762116
01-08-1957,39765,01-08-1977,52863.98,60610.59,28215.12,65954.21,55540.57,29119.13,26292.46,5487.319,30156.14,20640.64,40628.71,32690.18,15443.91,31765.32,32445.75,58425.66,53543.89,28673.07,54401.88,47113.51,36098.91,33107.76,18412.45,32827.86,29935.51,2.585937904
01-09-1957,37021,01-09-1977,93215.79,74440.79,54633.48,68567.9,74438.27,61107.75,42909.64,20230.41,41867.31,42870.43,50459.86,32360.88,35785.1,30102.6,35501.04,74654.66,48041.29,40715.25,45980.25,53617.21,49343.51,27997.41,31372.08,26351.42,34575.4,1.502075145
01-10-1957,9705,01-10-1977,83157.66,38209.42,52280.7,41677.33,63774.31,57525.67,35183.29,25987.41,35577.11,37894.47,37882.46,21437.27,15095.23,22087.7,20565.49,49366.95,25434.69,17279.26,29387.79,24212.27,27002.38,13174.47,10651.6,15674.57,13404.7,0.831405791
01-11-1957,4473,01-11-1977,28013.84,6144.083,6899.854,10413.4,9567.301,32886.88,18869.51,13035.26,20996.19,19775.89,20102.77,12125.23,9886.707,11968.39,12191.59,26063.32,13045.77,8245.715,14744.37,12625.34,10213.68,4668.814,3799.99,5989.557,5087.989,0.445110461
01-12-1957,3042,01-12-1977,2508.302,1230.193,687.64,1346.54,542.6906,16492.51,9341.873,6787.418,10668.18,9893.108,12125.08,7136.809,6564.55,7949.828,7870.628,13651.93,6337.166,4594.989,7490.43,5456.072,6537.98,3068.999,2913.532,4235.024,3660.635,0.410153377
01-01-1958,2449,01-01-1978,1911.476,1270.997,1226.016,1531.928,1054.121,9212.704,5417.317,3403.238,6280.401,5348.272,7948.37,4266.156,3972.459,4930.002,5158.434,6592.948,3909.97,1211.598,3131.437,2269.574,5479.521,2697.633,2614.816,3850.493,3537.749,0.589021023
01-02-1958,2154,01-02-1978,1203.151,1011.667,640.334,1117.567,681.1732,5975.246,3918.106,1717.958,4239.628,3262.424,5380.259,2853.481,2483.027,3307.507,3658.728,3107.865,2154.045,604.3778,2341.044,907.1542,4177.565,2295.622,2090.372,3202.421,2845.524,0.78600314
01-03-1958,1849,01-03-1978,333.4706,509.5687,189.211,680.7302,190.6732,4254.48,2957.436,730.0456,3454.876,1993.898,4396.922,2184.56,1720.329,3409.372,3091.092,1718.221,1365.751,196.1346,2038.628,481.4212,3207.411,1571.314,1344.107,2972.461,2050.432,0.848766682
01-04-1958,1652,01-04-1978,0,85.2846,12.93016,587.4635,5.603793,3176.864,2212.316,262.916,3396.371,921.4147,3035.452,1485.052,1400.237,2751.723,2074.359,283.2836,518.9199,362.0571,1058.463,196.5644,2632.95,850.861,1141.977,2696.88,1288.407,0.884473772
01-05-1958,1954,01-05-1978,53.79721,1161.113,177.7009,844.4842,29.1007,2313.044,2387.861,66.0798,2853.125,668.2584,2225.617,1948.274,1531.867,1937.81,1315.378,1031.992,1700.772,1227.241,1160.364,476.0914,2176.681,1384.834,1045.298,2006.51,1244.892,1.110643413
01-06-1958,2423,01-06-1978,5613.953,7635.677,17582.77,1490.364,20.44222,2521.665,3873.469,3402.991,2933.063,530.6069,5057.727,4782.997,16006.58,2939.659,751.1527,7113.894,10112.29,17363.61,5010.419,811.0721,4091.386,4893.783,13806.33,3342.624,1069.022,1.773573512
01-07-1958,14350,01-07-1978,12783.67,21050.02,36655.54,17414.79,7479.336,5111.172,11118.39,18294.72,5930.31,1205.971,8881.074,11286.65,22755.16,10238.34,5715.795,15391.01,19596.91,25380.57,19668.1,12382.46,9740.888,13659.57,23985.33,13428.72,5778,2.784045451
01-08-1958,53410,01-08-1978,28668.49,41307.07,50829.52,52285.25,47565.17,13278.2,24332.23,33124.91,23675.08,9043.771,17682.3,23377.43,71713.98,27991.55,25784.57,27480.62,38523.5,80580.62,44247.92,36363.62,17146.41,28249.69,61737.73,29140.13,26145.96,2.389626323
01-09-1958,39848,01-09-1978,59117.83,46154.38,134450.3,67224.16,74282.23,29753.26,38869.32,74218.95,40355.58,31930.72,40099.51,21788.9,63697.52,29432.58,30082.35,61433.58,26682.2,69362.74,41889.59,42327.83,39707.46,22736.44,56214.77,26707.96,29700.8,1.452140982
01-10-1958,26097,01-10-1978,84097.97,15634.65,74645.82,39010.39,50289.32,41037.78,26713.64,51511.75,32792.46,34444.2,29395.55,15581.62,31050.02,17858.77,30920.03,37731.23,18446.95,31296.44,25297.96,35418.78,20309.63,8529.006,16210.4,12572.13,20547.7,0.844260539
