date_observed,streamfllow,Date_Prediction,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26
,,01-01-2000,1011.606,1354.578,680.4939,1653.303,1058.768,5225.154,5705.938,3073.898,6370.448,5502.432,4976.951,4264.875,2560.533,5499.444,4984.265,2090.786,3591.084,1116.163,3740.071,3563.136,3818.428,2756.172,2373.04,4114.774,4056.334,
,,01-02-2000,392.7499,1078.178,609.6474,955.5193,797.0184,3054.41,4074.143,1883.045,3905.646,3655.728,3037.029,2973.264,1896.19,3662.431,3836.273,730.1151,2421.358,947.0084,2107.376,2933.613,2954.167,2364.167,2092.119,3278.582,3651.011,
,,01-03-2000,40.23307,640.0395,472.6246,329.0229,915.05,1707.127,3246.134,1075.937,2702.519,3138.455,2247.432,2454.853,2473.625,2911.893,4204.395,250.2505,1289.639,1087.992,852.169,2014.665,1973.998,1897.007,1345.676,2575.917,3464.036,
,,01-04-2000,214.3158,265.8701,867.6196,21.47115,1028.996,969.7756,2715.119,863.3621,1971.184,3194.624,2468.314,1615.243,2796.979,2040.789,3015.454,1171.211,739.1032,1455.866,894.1313,764.2646,2082.392,1341.289,1639.42,2042.8,2914.172,
,,01-05-2000,5585.167,1593.193,1838.182,940.3029,433.6342,1558.503,2931.001,799.4369,1779.125,2184.244,4649.042,1780.212,1926.339,2098.449,1885.882,5125.853,2064.688,1594.679,1952.737,1014.051,2873.589,1691.063,1384.262,2247.68,1800.826,
,,01-06-2000,7431.585,2580.65,617.5773,4479.216,137.29,3066.385,3184.433,1195.321,2588.01,1347.916,6366.675,2560.671,1726.062,3890.365,1227.302,7188.54,3862.85,2256.949,7085.426,1470.451,5641.721,2560.554,2152.847,4122.387,1668.163,
,,01-07-2000,14009.12,21224.34,2943.893,17855.54,4444.896,7321.646,8144.2,1635.851,7685.628,1730.087,11855.96,15238.09,3752.315,8880.103,5182.887,21412.62,31902.99,5640.714,21734.56,13190.67,15163.77,18510.07,4454.79,13726.83,5838.338,
,,01-08-2000,52700.72,81905.41,11908.46,41000.73,47606.65,22374.71,39592.16,4463.864,21378.57,12258.22,41180.18,70421.9,5820.2,22438.6,26566.79,56114.02,96855.59,7527.554,41534.04,37773.03,42058.1,64249.64,7679.002,25973.45,31481.85,
,,01-09-2000,94107.51,146817.8,10880.73,74076.1,72789.38,49164.39,102145.5,7754.368,35968.86,32451.24,40806.55,166873.8,6208.884,27249.21,30064.58,60682.31,178838.6,6990.642,48481.93,44480.5,36082.82,121182.9,7058.299,30465.17,27371.97,
,,01-10-2000,66113.73,166907.7,2896.3,57903.12,58323.61,52271.84,130520.6,6653.256,36460.41,38247.69,33481.66,39281.67,4827.771,21844.76,31191.24,46042.33,47177.2,4757.439,29711.45,38534.9,27774.48,31850.53,2683.548,16240.97,23382.92,
,,01-11-2000,22597.02,39419.04,828.883,11351.6,29221.82,28570.24,52657.95,4002.151,21324.38,26779.3,15683.04,17425.07,3235.293,11742.83,16179.94,20745.37,26077.65,3363.43,14206.88,18319.73,7781.444,8866.361,1676.165,5536.915,9222.076,
,,01-12-2000,1224.715,2651.827,548.9236,981.753,3577.425,13529.23,24547.03,2361.16,10522.28,13210.55,9667.592,10881.49,1910.309,7504.87,10509.44,9894.176,12435.37,2329.6,6875.803,9780.155,5072.955,5617.542,1587.611,3530.663,5312.595,
,,01-01-2001,1052.223,1862.496,1121.377,1130.477,1751.998,6948.4,12308.86,1505.722,5959.264,7059.369,5647.575,6709.606,1239.851,4892.44,6498.823,3927.708,7108.366,607.7275,4139.906,4667.562,4274.906,4577.163,1297.445,3557.105,4325.405,
,,01-02-2001,472.3317,1572.776,628.2149,1161.645,1169.392,4052.588,7715.168,855.1328,4669.764,4441.956,3497.236,4593.466,694.4297,4236.597,4162.457,1291.077,4345.052,250.7372,3617.604,2429.855,3343.037,4020.895,925.1733,3871.578,3565.751,
,,01-03-2001,86.90835,1114.508,147.0177,1487.083,541.8139,2660.906,5396.74,350.5691,4184.189,3138.679,2882.952,3636.625,1176.681,3912.107,3418.754,470.458,3029.581,378.9055,1620.461,1329.096,2595.703,3008.578,782.4818,3503.791,2717.622,
,,01-04-2001,2.60059,272.4586,376.3188,1818.38,9.513445,1541.426,4139.586,137.3052,3921.553,2081.963,1899.666,2705.64,1526.013,4265.172,2237.106,240.8399,1575.031,874.1582,3739.901,344.6112,1692.757,2046.643,761.4089,3435.569,1710.245,
,,01-05-2001,429.2686,982.5014,846.8405,2787.945,77.23314,1034.384,3843.476,48.65097,4020.26,1234.673,2559.336,1864.275,1631.421,2990.454,1407.043,2064.678,1336.016,1817.703,2263.299,815.9395,1666.978,1738.786,749.6198,2788.253,1284.751,
,,01-06-2001,1831.568,4561.97,2384.604,7002.136,88.16542,1432.854,4568.261,261.6013,5415.551,959.1936,3643.637,5139.339,4214.931,5541.378,914.1459,6252.922,5828.485,6727.509,10891.8,1251.352,3482.026,5187.042,3265.499,6701.931,1409.31,
,,01-07-2001,18535.82,24330.81,13209.15,18257.88,7861.6,5003.342,9799.329,4746.303,11190.94,1634.505,18436.39,13193.34,7243.794,10819.29,5596.974,27692.75,33676.84,10534.88,24579.04,13455.06,14345.45,17748.75,10029.7,15349.46,7558.674,
,,01-08-2001,54034.8,57190.89,43953.56,52114.91,45228.96,23537.34,32030.19,16441.9,27865.49,8484.735,25330,40863.3,40776.94,38846.64,25657.98,37645.49,62555.97,47039.24,60592.35,42963.69,32106.63,37459.11,35209.43,39816.97,27251.69,
,,01-09-2001,38813.58,97020.34,95772.07,99913.98,87071.24,31263.59,61644.8,42251.2,56101.54,37411.9,27976.66,44636.76,51574.61,36075.28,35063.67,54511.89,67770.09,60927.54,53396.38,53429,27542.94,44964.43,41552.89,36849.55,36123.61,
,,01-10-2001,82551.55,64384.68,75266.56,47988.29,63589.96,44578.7,48474.83,50499.84,40697.15,36601.68,34800.45,27466.34,55943.13,23045.95,24701.26,50172.48,31736.19,52314.32,33229.18,31118.99,30232.92,16417.71,35843.73,13623.08,15104.69,
,,01-11-2001,39856.17,6237.654,59569.3,12419.1,11067.7,30630.85,23767.07,43828.07,24269.85,21483.85,16396.2,13647.48,32709.53,12589.08,12534.89,22308.75,15791.85,35741.48,17920.59,14133.71,8984.764,5737.239,20218.92,6481.25,5883.058,
,,01-12-2001,2251.199,1182.591,9947.605,2145.136,910.4412,14648.23,11907.13,24258.29,12593.9,10510.23,10129.51,8612.371,15135.11,8425.518,8000.97,10827.02,7885.61,14863.84,8512.614,6974.047,4594.32,3848.341,6860.478,4328.316,4251.573,
,,01-01-2002,1485.694,1449.953,1466.589,1472.928,1233.99,7620.343,6975.035,10950.47,6844.353,5727.105,6270.823,5291.064,9260.531,5249.648,5005.364,6136.725,4516.476,7278.768,3714.732,2739.43,4106.853,3421.743,4669.252,3801.148,3787.195,
,,01-02-2002,1038.824,1055.222,687.1378,785.8748,746.6594,4876.633,4901.49,5504.739,4319.184,3402.388,5220.647,3563.038,5291.982,3729.008,3307.806,4846.153,2612.87,2229.502,2678.548,1767.869,3559.102,2856.167,3491.601,3110.667,2867.869,
,,01-03-2002,1596.662,589.2827,140.4995,328.7622,251.8493,4328.591,3703.247,2860.653,3385.957,2366.425,4090.18,2771.293,3278.622,3423.799,2815.511,1410.381,1704.224,879.6346,1154.035,556.5858,3222.838,1971.041,2383.064,2680.478,2327.135,
,,01-04-2002,57.05009,68.88549,1.04988,159.1591,4.018674,2636.329,2949.225,1392.776,3027.985,1509.225,2374.267,1858.296,1997.969,2437.869,1744.647,336.7805,726.4351,479.8459,993.1055,184.7858,1904.751,1024.747,1616.004,2641.103,1563.805,
,,01-05-2002,6.120767,867.6288,11.13511,305.3993,10.79959,1357.2,3047.201,777.565,2242.661,818.3919,1429.239,1786.598,1440.652,2011.312,1237.48,803.3203,1240.768,648.15,1748.964,379.7245,1087.634,1424.772,1399.256,1941.489,1084.136,
,,01-06-2002,849.4963,2325.573,288.4312,5885.172,596.6708,868.395,2905.245,656.189,3149.09,537.7958,3037.582,2092.982,1562.943,4213.518,1831.747,3986.003,3179.775,1429.899,7435.16,2584.909,2333.202,1620.464,1954.775,4493.567,1599.642,
,,01-07-2002,4092.139,15104.01,1496.168,17542.39,14383.24,1516.224,4992.632,686.2039,8220.796,1654.187,3292.931,7722.791,2474.665,8118.91,7922.899,7240.585,16458.17,3871.139,19203.14,13457.54,4785.351,10673.35,2970.338,12176.67,8684.146,
,,01-08-2002,35286.96,32826.54,35871.38,57557.67,45444.83,6325.022,19201.19,6250.691,25725.01,12974.4,34055.92,18117.59,25046,30575.96,21949.45,58759.62,31535.83,30122.79,54882.54,37531.07,37228.2,22027.41,28649.46,36044.29,25152.59,
,,01-09-2002,110879.8,67886.83,56561.23,89789.1,57542.57,41082.14,39115.21,31278.25,50104.73,27222.36,37846.59,39144.68,53831.73,38313.14,23955.67,57773.72,53291.14,57759.09,61889.19,35483.97,38248.93,41332.08,46623.53,38498.88,23819.11,
,,01-10-2002,59266.91,62657.88,90141.22,61594.88,41445.8,41965.47,45722.32,48537.69,44917.86,27819.64,26475.32,26976.24,44697.85,26198.97,17213.65,40337.42,30385.65,43904.94,37839.86,20521.23,19310.41,20570.87,31306.73,18404.35,12932.49,
,,01-11-2002,20408.69,7982.727,34048.61,17534.82,9619.3,26425.45,22806.04,31397.72,26652.04,16321.95,13807.37,13628.64,17770.5,14082.49,10310.63,20439.72,18349.88,20105.66,18314.15,10583.86,7278.467,5534.659,9775.4,8271.421,5277.76,
,,01-12-2002,2601.054,1011.698,2804.729,2299.262,510.9041,13224.7,10545.71,14749.76,13333.68,7893.334,9006.998,7853.978,10970.58,9207.049,6218.982,9333.672,9123.818,9829.774,8544.558,4425.046,4573.041,3555.52,4607.55,5200.44,3426.195,
,,01-01-2003,1628.026,1156.266,1115.034,1339.643,699.5533,6944.875,5863.667,7081.033,7154.885,4087.728,5445.525,4496.332,6906.349,6056.833,4107.629,3640.982,5837.821,4055.77,4355.432,3524.938,3805.224,3032.609,3679.006,4513.872,3325.767,
,,01-02-2003,789.6268,1101.439,745.4299,906.8443,788.1448,4027.136,4192.929,3924.542,4737.501,2881.074,3546.807,3066.183,4085.709,4195.109,2921.666,1295.696,3291.557,1001.644,1383.433,1272.239,2973.643,2642.467,2973.935,3738.579,2873.152,
,,01-03-2003,347.2284,847.3425,214.4353,386.3387,437.4973,2966.086,3304.977,2160.359,3424.071,1878.06,3465.606,2416.588,2529.627,3778.419,2473.538,1479.102,2079.513,483.563,1535.518,447.6647,3043.104,1875.206,2133.72,2970.017,2065.327,
,,01-04-2003,30.3644,83.06583,22.75093,567.7651,44.12238,1828.158,2660.74,939.1804,3181.12,1126.73,2589.638,1507.013,1753.632,3406.324,2143.822,1180.485,1009.696,900.3455,1838.805,848.2877,1666.446,1187.898,1518.221,3193.561,1646.531,
,,01-05-2003,932.6987,234.7908,1016.957,2759.084,579.3688,1338.659,2332.014,620.3096,3268.474,1062.166,2175.229,991.6986,1801.159,2787.596,1810.362,1510.043,645.4319,1357.694,2406.026,965.8837,1402.277,786.379,1524.101,3029.203,1491.002,
,,01-06-2003,3579.896,1977.528,298.6077,6595.402,327.5916,1677.639,2395.732,339.9433,4734.985,857.5345,6057.273,2387.106,725.7755,5826.626,1353.165,8109.407,4706.854,689.8722,8456.398,1791.01,3452.627,2412.234,982.1068,6150.597,1912.006,
,,01-07-2003,37657.36,41118.18,1032.432,26045.36,16828.84,9975.541,16476.39,297.4359,12393.49,2515.54,22676.21,82341.1,2286.994,13902.79,14344.52,30304.92,84871.14,3458.969,23554.46,25022.98,25208.54,67459.39,2825.717,17415.12,15501.9,
,,01-08-2003,56588.44,150359.6,43090.67,52104.98,62964,33585.23,69201.84,4581.047,31495.89,25263.81,34857.49,48170.76,24764.48,35979.53,36224,52406.88,70261.32,35229.91,56926.74,49852.63,34364.14,47612.25,26246.85,39509.2,37992.32,
,,01-09-2003,72302.45,95656.2,58246.09,78115.24,81357.34,45721.77,70320.2,23159.17,46661.68,42941.8,34204.67,73248.34,28898.46,31630.5,33380.6,49893.52,72126.78,32619.92,51677.93,44392.16,33451.06,48976.34,24037.16,29991.51,30633,
,,01-10-2003,43801.76,87189.38,26551.05,55904.9,43135.75,34388.47,87069.95,25193.27,40183.28,34291.66,21687.36,67545.9,18915.56,25512.58,24512.22,26895.28,64737.23,20880.36,37290.99,28461.28,13504.37,66227.49,11822.17,19255.87,16120.24,
,,01-11-2003,7316.914,58438.61,6883.842,16939.96,13134.42,19102.83,49340.36,15412.71,25136.09,20904.61,13454.75,18925.68,12304.4,12992.05,11815.15,16242.04,29618.77,12229.58,18168.99,14727.69,5901.826,10234.86,5560.9,7273.403,6839.528,
,,01-12-2003,1900.882,3792.945,1170.855,2633.8,1519.446,10551.01,22977.44,8122.719,12853.05,10098.33,8365.98,11561.13,6947.072,9116.774,8002.207,8047.872,15099.01,4644.667,8980.826,7758.932,4214.116,5259.612,3505.621,5298.91,4360.53,
,,01-01-2004,1352.362,1581.87,1051.368,2001.089,1583.44,5521.443,11304.84,4101.681,7227.907,5699.353,4910.122,6947.906,3706.85,6116.028,5429.203,3467.702,7453.736,2002.355,4134.618,5023.518,3619.734,4138.916,2915.677,4387.033,3887.842,
,,01-02-2004,478.299,1040.774,791.4897,1149.777,1574.176,3110.124,6581.029,2456.77,4596.646,4265.091,2962.307,4342.913,3339.881,4297.685,4097.22,1131.673,4028.296,2550.418,1627.461,3906.871,2736.864,3361.906,2847.439,3724.269,3552.131,
,,01-03-2004,50.5467,436.6015,1304.369,324.4199,1800.24,1708.785,4546.843,2037.984,2975.539,3829.135,2040.991,3292.295,3135.636,3284.593,3973.491,367.2425,2242.085,771.1418,865.1478,2580.269,1953.742,2444.553,2645.607,2663.327,3174.365,
,,01-04-2004,2.59134,72.48982,521.7722,2.223748,501.5499,774.0088,3587.435,1598.703,1982.91,3173.187,1393.657,1994.213,2153.523,2243.289,3037.805,96.4149,760.6863,697.6865,550.6733,1966.254,1288.156,1677.958,2382.679,1986.86,2126.551,
,,01-05-2004,312.4482,426.8691,394.2529,986.8693,524.3954,436.0017,3097.487,1276.926,1849.14,2671.539,1827.275,1477.05,1651.335,2467.014,2082.938,1620.368,1228.894,1674.605,1886.295,1286.407,1074.367,1526.645,1642.055,2117.965,2129.219,
,,01-06-2004,6252.04,5869.767,2606.994,6759.483,874.5479,412.0859,3754.335,1421.782,2960.229,2019.304,4865.196,8976.351,2697.399,4782.553,2294.806,9562.064,8512.966,3526.989,8570.574,3795.31,2629.688,6936.765,2584.597,3914.193,3025.942,
,,01-07-2004,27545.45,51194.27,2337.999,19434.21,25341.79,6295.238,19138.17,1540.834,8709.242,7295.108,18765.29,52713.26,2491.733,10307.73,13765.96,33690.18,64465.59,3625.315,22691.87,22106.93,19930.27,45516.77,4569.732,14689.1,16339.46,
,,01-08-2004,69791.82,102210,17158.49,47200.09,25856.35,28175.74,66827.34,4417.569,22520.25,16654.16,35378.76,83382.35,10793.07,29523.53,19311.69,56258.11,109769.5,20620.21,50988.63,33373.63,36323.14,74082.93,11949.11,30701.11,18246.6,
,,01-09-2004,75397.38,147326.9,57722.58,88230.23,63937.49,45216.83,102483.7,18835.32,48243.82,33254.23,34816.31,69159.84,41233.67,34807.12,33952.89,53979.04,89273.75,46955.05,59968.15,53698.92,30941.48,57870.79,36668.62,40347.99,37200.8,
,,01-10-2004,48703.34,92035.31,70190.07,69827.41,74643.45,39273.42,82921.89,33058.73,46296.62,43240.67,24234.2,42539.46,30089.08,26378.92,31369.79,32434.71,53049.88,27523.41,36813.97,37294.54,15248.95,30844.17,19750.71,19892.08,23112.08,
,,01-11-2004,17015.82,22823.81,14220.51,12806.42,26817.62,23029.32,40223.88,19779.53,25990.82,27593.34,12940.23,19180.37,12747.15,14024.48,15411.51,16443.15,27123.11,11808.23,18470.86,18459.99,6108.561,8551.223,5698.28,7680.255,8802.166,
,,01-12-2004,2113.729,1836.072,619.623,2305.352,2225.347,11183.05,19776.55,8979.492,13502.79,12995.21,8882.622,11881.87,7252.818,9356.643,9688.875,7991.829,12405.05,4963.557,8942.761,9999.611,3841.444,5263.096,3232.579,5243.695,4526.339,
,,01-01-2005,1363.328,,524.7491,1721.25,1252.025,6238.374,,4132.907,7439.591,6679.511,5702.494,,3691.819,6160.45,5833.193,3154.224,,1879.769,5152.334,5177.983,3528.305,,2753.273,4636.818,3881.5,
,,01-02-2005,721.1155,,310.5464,1126.887,910.5009,3712.345,,2166.976,4937.472,4249.275,3677.598,,2863.055,4354.096,4142.977,1281.531,,3628.504,2501.146,3639.449,2812.341,,2427.227,3635.143,3259.519,
,,01-03-2005,136.5435,,899.7451,456.5436,574.7994,2098.954,,1843.322,3454.71,3268.316,2723.205,,3506.718,3369.389,3381.979,355.7057,,972.2169,1186.413,1575.75,1935.089,,2829.302,2707.605,2420.43,
,,01-04-2005,5094.946,,363.858,63.77558,206.7262,2496.912,,1544.217,2675.428,2355.959,5850.52,,2396.021,2567.821,3151.509,4429.94,,1448.573,845.0636,1581.065,4630.514,,2242.093,2402.076,2230.511,
,,01-05-2005,3101.244,,700.118,362.265,1501.931,2167.099,,870.8873,1982.319,2452.423,3948.36,,1464.389,1879.703,2951.117,2987.317,,846.8844,1265.309,3048.055,2211.827,,1302.673,1530.646,3290.588,
,,01-06-2005,4648.034,,86.63532,2827.617,3100.737,2778.102,,550.6519,2332.839,3420.125,6125.975,,908.7626,3225.219,4556.036,12127.69,,1245.206,4356.294,9315.941,5206.646,,1405.07,3313.356,5278.021,
,,01-07-2005,17952.57,,2950.177,20063.55,42980.1,7220.723,,913.803,6567.409,12691.44,20590.1,,3409.48,15355.8,30955.03,26871.75,,4083.82,27071.17,44662.57,17660.32,,4754.412,17945.66,31708.13,
,,01-08-2005,68830.84,,28366.88,65424.34,68847.09,33953.3,,4569.734,28997.3,41759.61,38498.34,,42816.76,30459.49,44950.19,52501.4,,55491.45,46846.58,69023.34,38740.42,,36251.82,33489.92,42004.53,
,,01-09-2005,64339.2,,117664.4,66448.49,94644.68,50356.7,,49431.8,45601.88,58466.18,42074.89,,48043.6,35580.42,40097.82,65243.86,,55731.27,55560.18,58830.4,42463.23,,50227.53,36589.93,37906,
,,01-10-2005,66497.97,,74535.76,63245.73,69842.04,42301.94,,45047.98,42828.43,49154.7,24034.51,,29063.9,24429.44,27275.43,32154.14,,30734.33,31566.69,32690.98,16925.47,,17475.57,16861.72,18823.08,
,,01-11-2005,11887.11,,4192.305,10764.01,18249.02,22413.03,,21778.05,24081.32,27850.41,12895.71,,12343.33,12394.68,18707.91,18721.09,,13096.29,15621.25,22945.85,6431.412,,4268.206,7360.28,9765.135,
,,01-12-2005,1902.171,,153.3945,1692.886,4527.628,11494.21,,9751.112,11978.79,15973.98,8674.362,,7120.758,8415.672,11163.34,8763.358,,5693.344,8035.569,11303.23,4484.941,,3144.606,4772.688,6227.173,
